CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas,
Columbus,Ohio Statehouse,,OH,US,2020-09-25,,,,,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,celebration; memorial,,,,,1,1,https://www.facebook.com/events/693784164888512/,,,,,
Concord,New Hampshire Supreme Court,,NH,US,2020-09-25,,,,,,,Black Lives Matter Seacoast; Black Lives Matter Manchester; Black Lives Matter Nashua,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,1,1,https://www.facebook.com/events/2733951320175797/,,,,,
Chicago,3510 S Michigan Ave,,IL,US,2020-09-25,,,,,,,Tikkun Chai Inter-National; Chicago Activist Coalition for Justice; Justice for Black Lives; Black Lives Matter in Wheeling,"against racism, for defunding police, for abolishing Fraternal Order of Police",1,protest,,,,,1,1,https://www.facebook.com/events/2951855861593524/,,,,,
Cincinnati,Cincinnati City Hall,,OH,US,2020-09-25,,,,,,,general protesters,"against police violence, for gun control",1,march,,,,,1,1,https://www.facebook.com/events/785850742188029/,https://www.cincinnati.com/story/news/2020/09/24/breonna-taylor-current-list-cincinnati-area-black-lives-matter-protests/3522762001/,,,,
Fallsington,Pennsbury School District Administration Building,,PA,US,2020-09-25,hundreds,200,,200,,,general protesters,for in-person schooling during COVID-19 pandemic,0,rally,,,,,1,1,https://6abc.com/education/hundreds-rally-for-pennsbury-to-reopen-schools/6559993/,,,,,
Fargo,Island Park to Fargo City Hall,,ND,US,2020-09-25,count pic,20,,40,,,Red River Valley Climate Action,"for environmental protection, against climate change",1,march,,,,,1,1,https://msumadvocate.com/2020/10/02/community-members-march-for-climate-justice/,,,Fridays for Future,,
Franklin,Lions Legend Park,,WI,US,2020-09-25,count pic,8,,8,,,general protesters,"against expansion of Strauss Brands meatpacking facility, for environmental protection",0,protest,,,,,1,1,https://www.jsonline.com/story/communities/south/news/franklin/2020/10/01/franklin-residents-protest-sign-petition-opposing-strauss-expansion/5874886002/,,,,,
Frederick,Brewer's Alley,,MD,US,2020-09-25,,,,,,,Frederick March for Justice,"against racism, against police violence, for justice for Breonna Taylor",1,sit-in; die-in,,,,,1,1,https://www.fredericknewspost.com/news/social_issues/groups-protest-breonna-taylor-case-in-downtown-frederick/article_e6ce22a2-b5b7-56cf-a269-21845aefa360.html,,,,,
Frederick,Baker Park Bandshell,,MD,US,2020-09-25,group of about 50 people,50,,50,,,Frederick United,"against racism, against police violence, for justice for Breonna Taylor",1,march,,,,,0,1,https://www.fredericknewspost.com/news/social_issues/groups-protest-breonna-taylor-case-in-downtown-frederick/article_e6ce22a2-b5b7-56cf-a269-21845aefa360.html,,,,,
Grand Rapids,Rosa Parks Circle to Grand Rapids Police Department,,MI,US,2020-09-25,count video,50,,100,,,Justice for Black Lives,"against racism, against police violence, for justice for Breonna Taylor",1,march,,,,,1,1,https://www.facebook.com/events/336392744267952/,https://www.woodtv.com/news/grand-rapids/protesters-to-march-for-racial-equality-in-downtown-gr/,,,,
Kansas City,Kansas City Police Department,,MO,US,2020-09-25,,,,,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,1,1,https://www.kshb.com/news/local-news/protesters-gather-for-second-straight-night-of-protests,,,,,
Kent,Kent State University,,OH,US,2020-09-25,,,,,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,rally,,,,,1,1,https://www.news5cleveland.com/news/local-news/2-pm-breonna-taylor-rally-being-held-at-kent-state-university,,,,,
Lafayette,,,LA,US,2020-09-25,,,,,,,general protesters,"against racism, against police violence, for justice for Trayford Pellerin",1,protest,,,,,1,1,https://www.theadvocate.com/acadiana/news/crime_police/article_3e9e0a8e-00f2-11eb-b9d6-1fb6d937f102.html,,,,,
Las Vegas,,,NV,US,2020-09-25,,,,,,,general protesters,for apprehending suspects in disappearance and murder of Lesly Palacio,0,demonstration; car caravan,,,,,1,1,https://news3lv.com/news/local/family-community-hold-demonstration-and-caravan-demanding-justice-in-death-of-22-year-old,https://news3lv.com/news/local/loved-ones-community-holding-march-cruise-in-honor-of-lesly-palacio,,,,
Lewiston,Mifflin County Courthouse,,PA,US,2020-09-25,,1,,1,,,general protesters,against President Trump,1,protest,,,,,1,1,https://www.lewistownsentinel.com/news/local-news/2020/09/protests-draw-counter-demonstrations/,,,,,
Lewiston,Mifflin County Courthouse,,PA,US,2020-09-25,around a dozen pro-Trump counter demonstrators,12,,12,,,general protesters,for President Trump,2,counter-protest,,,,,1,1,https://www.lewistownsentinel.com/news/local-news/2020/09/protests-draw-counter-demonstrations/,,,,,
Los Angeles,William S. Hart Park,,CA,US,2020-09-25,about 50 marchers,50,,50,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,march,10,,,,1,1,https://abc7.com/hollywood-protest-video-protester-hit-car-drives-through-crowd/6571086/,https://losangeles.cbslocal.com/2020/09/25/los-angeles-breonna-taylor-protesters-arrested-night-3-west-hollywood/,,,,
Louisville,Jefferson Square Park to First Unitarian Church,,KY,US,2020-09-25,hundreds of protesters,200,,200,,,Until Freedom,"against racism, against police violence, for justice for Breonna Taylor",1,march,23,,,,1,1,https://www.courier-journal.com/story/news/local/breonna-taylor/2020/09/25/louisville-breonna-taylor-case-live-updates-friday/3526386001/,https://www.wwltv.com/article/news/local/breonna-taylor-protests-thursday-louisville-benjamin-crump/417-fa8289e0-4478-46d0-947a-0ee055953d40,https://wfpl.org/crowd-control-weapons-at-louisville-protests-prompt-ethical-discussions/,,,
Louisville,Cardinal Stadium,,KY,US,2020-09-25,,,,,,,University of Louisville men's basketball team,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,1,1,https://www.wwltv.com/article/news/local/breonna-taylor-protests-thursday-louisville-benjamin-crump/417-fa8289e0-4478-46d0-947a-0ee055953d40,,,,,
Manti,Manti City Park,,UT,US,2020-09-25,crowd of nearly 250,250,,250,,,general protesters,against mask mandate during coronavirus pandemic,0,rally,,,,,,,http://sanpetemessenger.com/archives/19640,,,"Date is a guess. Article on 10/1 just said ""last week.""",,
Menlo Park,Kepler's Books to Menlo Park Civic Center and back,,CA,US,2020-09-25,more than 150 people,150,,150,,,Tha Hood Squad; Justice Vanguard,"against racism, for police reform, for justice for Breonna Taylor",1,rally; march,,,,,1,1,https://inmenlo.com/2020/09/25/rally-and-march-for-breonna-taylor-in-menlo-park-on-september-25/,https://www.paloaltoonline.com/news/2020/09/26/protester-demanding-justice-for-breonna-taylor-stop-traffic-in-menlo-park,https://www.instagram.com/p/CFhZsaMBY5y/,,,
Mifflintown,,,PA,US,2020-09-25,,1,,1,,,general protesters,against President Trump,1,protest,,,,,1,1,https://www.lewistownsentinel.com/news/local-news/2020/09/protests-draw-counter-demonstrations/,,,,,
Mifflintown,,,PA,US,2020-09-25,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.lewistownsentinel.com/news/local-news/2020/09/protests-draw-counter-demonstrations/,,,,,
Mifflintown,,,PA,US,2020-09-25,,,,,,,general protesters,"against racism, against police violence",1,protest,1,,,,0,1,https://www.lewistownsentinel.com/news/local-news/2020/09/protests-draw-counter-demonstrations/,,,Unclear whether person arrested was protester or counter-protester.,,
Mifflintown,,,PA,US,2020-09-25,,,,,,,general protesters,against Black Lives Matter protest,2,counter-protest,,,,,0,1,https://www.lewistownsentinel.com/news/local-news/2020/09/protests-draw-counter-demonstrations/,,,Unclear whether person arrested was protester or counter-protester.,,
Mifflintown,,,PA,US,2020-09-25,,,,,,,Lightfoot Militia,"against Black Lives Matter protest, for protection of property",2,counter-protest,,,,,0,1,https://www.lewistownsentinel.com/news/local-news/2020/09/protests-draw-counter-demonstrations/,,,,,
Milwaukee,Marquette University,,WI,US,2020-09-25,approximately 40 student participants,40,,40,,,Fossil Free Marquette,for Marquette University's divestment from fossil fuels,1,protest,,,,,1,1,https://marquettewire.org/4038820/news/fossil-free-marquette-holds-divestment-protest/,,,,,
Minneapolis,,,MN,US,2020-09-25,hundreds,200,,200,,,general protesters,"for justice for Oromos in Ethiopia, for halt to U.S. funding of Ethiopian government",0,march,,,,,1,1,https://twitter.com/UR_Ninja/status/1310382324266283009,,,,,
Moscow,Moscow City Hall,,ID,US,2020-09-25,,,,,,,general protesters,against city mask mandate during coronavirus pandemic,0,protest,,,,,1,1,https://www.uiargonaut.com/2020/09/26/idaho-state-representative-hosts-protest-saturday-against-arrests-citations-of-anti-mask-protesters-in-moscow/,,,,,
New Haven,Church St and Chapel St,,CT,US,2020-09-25,,,,,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor, for justice for Elijan McClain",1,rally,,,,,1,1,https://www.wtnh.com/news/connecticut/new-haven/black-lives-matter-rally-to-be-held-in-new-haven-today/,,,,,
New Haven,Church St and Chapel St to New Haven Green to New Haven City Hall,,CT,US,2020-09-25,over 100 protesters,100,,100,,,New Haven Climate Movement; Yale Endowment Justice Coalition; Sunrise New Haven; Connecticut Youth Climate Collective,"for environmental justice, for Connecticut Green New Deal",1,rally; march; die-in,,,,,0,1,https://yaledailynews.com/blog/2020/09/28/new-haven-residents-protest-for-environmental-justice/,,,,,
New Orleans,online,,LA,US,2020-09-25,,,,,,,Black Student Union,against racist name of Lusher Charter School,1,online protest,,,,,1,1,https://www.nola.com/gambit/news/the_latest/article_1a8b15d2-febe-11ea-b793-7fa56838ae96.html,,,Black Students Matter Day of Protest,,
New York,"Barclays Center, Brooklyn",,NY,US,2020-09-25,about 500,500,,500,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,1,1,https://twitter.com/protest_nyc/status/1309560338078195717,https://twitter.com/protest_nyc/status/1309651326402473996,https://www.ny1.com/nyc/all-boroughs/news/2020/09/25/breonna-taylor-protests-september-25,,,
New York,"Maria Hernandez Park, Bushwick",,NY,US,2020-09-25,,,,,,,Paperboy Prince,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,0,1,https://twitter.com/protest_nyc/status/1309571986054668295,https://www.ny1.com/nyc/all-boroughs/news/2020/09/25/breonna-taylor-protests-september-25,,,,
New York,Gravesend Park,,NY,US,2020-09-25,handful,5,,5,,,general protesters,against mask mandate during coronavirus pandemic,0,protest,,,,,0,1,https://www.brooklynpaper.com/anti-maskers-shut-protest-covid-19-brooklyn/,,,"Disrupted press conference about efforts to control pandemic, claimed COVID-19 is a hoax.",,
Newport News,Newport News/Williamsburg International Airport,,VA,US,2020-09-25,thousands,2000,,2000,,,Trump campaign,for President Trump,2,rally,,,,,1,1,https://godanriver.com/news/state-and-regional/govt-and-politics/at-newport-news-rally-trump-attacks-northam-pledges-heavy-play-for-virginia/article_bd7f4aa5-98e2-5144-a6c3-1ccc736b4dff.html,https://www.pilotonline.com/government/elections/vp-nw-trump-rally-newport-news-20200926-2tfchpld2bgnti3woj5aqqhlne-story.html,https://twitter.com/tylerpager/status/1309658881421869056,Trump spoke.,,
Northbrook,Triangle Park,,IL,US,2020-09-25,,,,,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.chicagotribune.com/suburbs/northbrook/ct-nbr-northbrook-20200929-5pmxqdevrjbcdeob5brvkdzzc4-story.html,https://www.dailyherald.com/news/20201002/power-to-the-people-rally-draws-dueling-factions-to-northbrook-intersection,,Power to the People Rally,,
Northbrook,Triangle Park,,IL,US,2020-09-25,,,,,,,general protesters,against President Trump,1,counter-protest,,,,,0,1,https://www.chicagotribune.com/suburbs/northbrook/ct-nbr-northbrook-20200929-5pmxqdevrjbcdeob5brvkdzzc4-story.html,https://www.dailyherald.com/news/20201002/power-to-the-people-rally-draws-dueling-factions-to-northbrook-intersection,,,,
Novato,,,CA,US,2020-09-25,,,,,,,Youth Solidarity Project,"against climate change, against Chevron oil company",1,rally,,,,,1,1,https://www.sfchronicle.com/politics/article/Bay-Area-political-events-Rally-against-Chevron-15597013.php,,,,,
Oakland,Oakland City Hall,,CA,US,2020-09-25,crowd of about 250 demonstrators,250,,250,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,march,several,,,,1,1,https://ktla.com/news/california/multiple-arrested-after-officers-assaulted-during-protest-in-oakland-police/,https://www.foxnews.com/us/oakland-police-assaulted-during-rioting-unrest-prompts-bart-station-closure,,,,
Oklahoma City,NW 39th St,,OK,US,2020-09-25,about 100 young Oklohomans,100,,100,,,entertainers,"against racism, against sexism, against transphobia in local entertainment venues",1,rally,,,,,1,1,https://oklahoman.com/article/5672554/demonstrators-protest-oppressive-behavior-along-39th-street-in-oklahoma-city,,,,,
Orlando,Orlando City Hall,,FL,US,2020-09-25,,,,,,,Refuse Fascism Orlando; March for Our Lives UCF,"against racism, against police violence, for right to protest, for justice for Breonna Taylor",1,protest,,,,,1,1,https://www.mynews13.com/fl/orlando/news/2020/09/25/justice-for-breonna-taylor-right-to-protest-rally-planned-at-orlando-city-hall,https://twitter.com/mfol_ucf/status/1309200894643154945,,,,
Oxford,"Armstrong Student Center, Miami University",,OH,US,2020-09-25,more than 100 students,100,,100,,,students,"against racism, against police violence, for voting rights",1,march; rally,,,,,1,1,https://www.miamistudent.net/article/2020/09/black-lives-matter-protest-takes-to-oxford-sidewalks,,,,,
Palatine,Ost Field,,IL,US,2020-09-25,around 40 or so,40,,40,,,general protesters,for resuming school sports during coronavirus pandemic,0,rally,,,,,1,1,https://www.journal-topics.com/articles/let-us-play-rally-allows-chance-to-voice-opinions/,,,,,
Pennsbury,Pennsbury School District Administration Building,,PA,US,2020-09-25,"100 or so protesters; more than 150 parents, children and taxpayers; hundreds",100,,200,,,general protesters,for in-person schooling during COVID-19 pandemic,0,rally,,,,,1,1,http://levittownnow.com/2020/09/25/reopen-pennsbury-rally-draws-crowd-outside-of-central-office/,https://6abc.com/pennsbury-school-district-rally-reopen-schools-administration/6559993/,https://www.buckslocalnews.com/news/yardley_area/pennsbury-parents-students-and-taxpayers-rally-for-the-reopening-of-in-person-school/article_196ebb6a-0196-11eb-8a3f-8f7715fb1fb7.html,,,
Perris,Nuevo Rd and Perris Blvd,,CA,US,2020-09-25,a couple dozen protesters,24,,24,,,general protesters,"against racism, against police violence, for justice for Matthew Tucker",1,protest,,,,,1,1,https://myvalleynews.com/protesters-bring-attention-to-2016-shooting-death-of-temecula-teen-at-demonstration-in-perris/,,,,,
Phoenix,Arizona State Capitol,,AZ,US,2020-09-25,around 50 people,50,,50,,,general protesters,"against state mask mandate during coronavirus pandemic, for in-person schooling, for reopening businesses",0,rally,,,,,1,1,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/09/25/unmask-arizona-rally-against-mask-mandates-covid-19-executive-orders-draws-50/3534415001/,,,,,
Pittsburgh,Pittsburgh Municipal Court,,PA,US,2020-09-25,,,,,,,general protesters,"against racism, for transgender peoples' rights",1,protest,,,,,1,1,https://pittsburgh.cbslocal.com/2020/09/26/black-trans-lives-protest-municipal-court/,,,,,
Pittsburgh,,,PA,US,2020-09-25,more than 100 rally-goers,100,,100,,,Newspaper Guild of Pittsburgh,for a fair contract for Pittburgh Post-Gazette employees,0,rally,,,,,1,1,https://www.pghcitypaper.com/pittsburgh/more-than-100-rally-for-post-gazette-workers-hoping-to-pressure-owners-to-negotiate-a-new-contract/Content?oid=18062529,,,,,
Plattsburgh,State University of New York at Plattsburgh,,NY,US,2020-09-25,,,,,,,general protesters,"against racism, for solidarity with BIPOC",1,rally,,,,,1,1,http://cardinalpointsonline.com/demonstration-virtual-space-held-for-breonna-taylor/,,,,,
Providence,North Main St,,RI,US,2020-09-25,nearly 100 people,100,,100,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,march,,,,,1,1,https://www.wpri.com/news/local-news/providence/protesters-march-through-providence-for-third-night/,,,,,
Richmond,George D Carol Park to Chevron Corporation,,CA,US,2020-09-25,,,,,,,Youth Solidarity Project,protest pollution; demand sustainable future,1,protest,,,,,1,1,https://www.facebook.com/events/3667524196605629/,,,,,
Rockford,City Market Pavilion,,IL,US,2020-09-25,,,,,,,general protesters,against police brutality,1,protest,1,,,,1,1,https://wrex.com/2020/09/27/rockford-police-announces-arrests-made-during-a-protest-on-friday/,,,,,
Sacramento,Southside Park,,CA,US,2020-09-25,a crowd of about 70 people,70,,70,,,Justice Unites Individuals and Communities Everywhere,"against racism, against police violence, for justice for Breonna Taylor",1,march,,,,,1,1,https://sacramento.cbslocal.com/2020/09/25/third-night-breonna-taylor-protests-sacramento-live/,https://www.kcra.com/article/crowd-marches-through-downtown-sacramento-after-rally-for-breonna-taylor/34168924,,,,
Saint Louis,Carnahan Courthouse,,MO,US,2020-09-25,,,,,,,St. Louis Coalition on Justice Reform; Justice for Loved Ones Killed by Police,"against racism, against police violence, for justice for Breonna Taylor",1,rally,,,,,1,1,https://www.ksdk.com/article/news/local/activists-rally-downtown-st-louis/63-f53051bd-32fa-4ff3-810c-82ee64ab1bd9,,,,,
San Diego,Gaslamp Quarter,,CA,US,2020-09-25,the group of roughly 50 people,50,,50,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,march,3,,,,1,1,https://fox5sandiego.com/news/local-news/protesters-rally-for-3rd-night-in-san-diego-for-breonna-taylor-3-arrested/,https://www.10news.com/news/local-news/three-protesters-arrested-at-downtown-san-diego-demonstration,,,,
San Francisco,City Hall,,CA,US,2020-09-25,,,,,,,SF Human Rights Commission,antiracism; pro LGBTQ rights,1,rally,,,,,1,1,https://sf.funcheap.com/city-guide/sf-hosts-large-blm-rally-front-city-hall/,,,,,
San Luis Obispo,Mission Plaza,,CA,US,2020-09-25,approximately 170 protesters,170,,170,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,march; blockade,,,,,1,1,https://calcoastnews.com/2020/09/protesters-march-block-traffic-in-san-luis-obispo/,,,,,
San Luis Obispo,,,CA,US,2020-09-25,several,3,,3,,,general protesters,"against Black Lives Matter, for police",2,counter-protest,,,,,0,1,https://calcoastnews.com/2020/09/protesters-march-block-traffic-in-san-luis-obispo/,,,,,
Santa Rosa,intersection of Sebastopol Ave and West Ave,,CA,US,2020-09-25,,,,,,,North Bay Organizing Project,anti ICE; protest abuse of immigrant women,1,vigil,,,,,1,1,https://www.indybay.org/newsitems/2020/09/22/18836868.php,https://www.facebook.com/events/988960034918527/,,,,
Sioux City,Briar Cliff University,,IA,US,2020-09-25,,,,,,,students,against racism,1,demonstration,,,,,1,1,https://ktiv.com/2020/09/25/bcu-students-hold-demonstration-to-bring-awareness-to-social-injustices-people-of-color-face/,,,,,
State College,Martin Luther King Jr. Plaza,,PA,US,2020-09-25,,,,,,,3/20 Coalition; Black Student-Athletes; Penn State Black Caucus,"against racism, against police violence, for justice for Breonna Taylor",1,vigil,,,,,1,1,https://onwardstate.com/2020/09/25/3-20-coalition-to-host-vigil-protest-for-breonna-taylor-starting-september-25/,,,,,
Tacoma,Wright Park Conservatory,,WA,US,2020-09-25,,,,,,,Tacoma 350; Washington Youth for Climate Justice; Sunrise Tacoma,"against climate change, against racism",1,march,,,,,1,1,https://www.facebook.com/events/335817457730322/,,,Global Climate Strike,,
Tampa,Joe Chillura Courthouse Square,,FL,US,2020-09-25,crowd of more than 100,100,,100,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,vigil,,,,,1,1,https://www.tampabay.com/news/tampa/2020/09/26/we-wont-stop-protesters-vow-to-keep-fighting-at-tampa-vigil-for-breonna-taylor/,,,,,
Tehachapi,Valley Blvd and Tucker Rd,,CA,US,2020-09-25,"easily 800 or more supporters; nearly 1,000 people",800,,1000,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.tehachapinews.com/news/largest-trump-rally-to-date-held-in-tehachapi/article_92d2995a-0023-11eb-a11b-9b4d53659d62.html,,,,,
Wilkes-Barre,Wilkes University,,PA,US,2020-09-25,,,,,,,students,"against racism, against police violence",1,demonstration,,,,,1,1,https://www.timesleader.com/news/803672/wilkes-university-students-hold-silent-black-lives-matter-demonstration,,,,,
Williamsport,Market Street Bridge,,PA,US,2020-09-25,count pic,30,,50,,,general protesters,"for President Trump, for Back the Blue",2,flash rally,,,,,1,1,https://www.northcentralpa.com/news/trump-rally-draws-passionate-supporters-on-market-street-in-downtown-williamsport/article_aa5ead5c-ff8d-11ea-bdc5-e3004f3c956b.html,,,,,
Winona,,,MN,US,2020-09-25,,,,,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.winonadailynews.com/news/local/ivanka-trump-visits-winona-to-rally-support-for-president-trump/article_ea8e7d61-603a-52b8-969e-e3d7d66816af.html,,,Ivanka Trump spoke.,,
Winona,,,MN,US,2020-09-25,,,,,,,general protesters,against President Trump,1,counter-protest,,,,,0,1,https://www.winonadailynews.com/news/local/ivanka-trump-visits-winona-to-rally-support-for-president-trump/article_ea8e7d61-603a-52b8-969e-e3d7d66816af.html,,,Ivanka Trump spoke.,,
Albany,Albany Memorial,,CA,US,2020-09-25,,,,,,,Families Belong Together,anti ICE; protest abuse of immigrant women,1,protest,,,,,1,1,https://www.indybay.org/newsitems/2020/09/22/18836874.php,,,,,
Albuquerque,"La Posada Dining Hall, University of New Mexico",,NM,US,2020-09-26,,,,,,,Black New Mexico Movement,"against racism, against police violence",1,protest,,,,,1,1,https://www.kob.com/albuquerque-news/unm-students-hold-protest-to-encourage-broader-conversations-about-blm-racism/5875591/,,,,,
Allentown,Soldiers and Sailors Monument,,PA,US,2020-09-26,,,,,,,Black Lives Matter Lehigh Valley,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,1,1,https://www.wfmz.com/news/area/lehighvalley/protesters-rally-in-allentown-after-decision-in-breonna-taylor-case/article_42bf0c7e-019e-11eb-b4ab-275ec94b10d9.html,https://www.facebook.com/events/2694484064166858/,,,,
Anchorage,Cabela's to Big Lake Lions Club,,AK,US,2020-09-26,as many as 200 Alaskans,200,,200,,,general protesters,for President Trump,2,rally; car caravan,,,,,1,1,https://mustreadalaska.com/trump-rally-draws-hundreds/,,,Sarah Palin spoke,,
Annapolis,Lawyers Mall,,MD,US,2020-09-26,,,,,,,general protesters,for allowing fall school football season during coronavirus pandemic,0,rally,,,,,1,1,https://wtop.com/wp-content/uploads/2020/09/IMG_4337.png,https://wtop.com/maryland/2020/09/maryland-football-coaches-plan-rally-to-get-players-back-on-the-field/,,,,
Annapolis,,,MD,US,2020-09-26,,,,,,,general protesters,against voter suppression,1,protest,,,,,0,1,https://twitter.com/dcteensaction/status/1309169566921166850,,,,,
Arlington,3500 23rd St S,,VA,US,2020-09-26,,,,,,,Arlington for Justice,"against racism, against police violence",1,bicycle rally,,,,,1,1,https://www.facebook.com/events/866540480543150/,,,Ride for Black Lives. Route: https://ridewithgps.com/routes/34079537,,
Arlington Heights,North School Park,,IL,US,2020-09-26,about 300 people,300,,300,,,general protesters,for reopening public schools during coronavirus pandemic,0,rally,,,,,1,1,https://www.dailyherald.com/news/20200926/parents-students-rally-in-arlington-heights-and-schaumburg-to-reopen-schools,,,,,
Asheville,"Asheville Mall, Tunnel Rd",,NC,US,2020-09-26,,,,,,,Back the Blue NC,"for police, Back the Blue",2,rally,,,,,1,1,https://wlos.com/news/local/back-the-blue-rally-drives-through-downtown-asheville,,,,,
Atlanta,Center Hill Park,,GA,US,2020-09-26,eighteen people,18,,18,,,general protesters,against city-financed celebration of police,0,protest,,,,,1,1,https://www.ajc.com/news/atlanta-news/a-big-protest-that-wasnt-of-event-that-never-was/WRE36P4ZYREZ3HA5LXMYL3FL2Q/,,,,,
Baltimore,"Solidarity Center, 2011 N Charles St",,MD,US,2020-09-26,abt 200 marchers with 30ish cars behind,230,,230,,,Peoples Power Assembly; Youth Against War and Racism; Prisoners Solidarity Committee; Ujima People's Progress Party; Women in Struggle-Mujeres en Lucha,"against racism, against police violence, for justice for Breonna Taylor",1,protest; car caravan,,,,,1,1,https://twitter.com/AManCalledSrao/status/1309907169492586497,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-breonna-taylor-protest-20200926-5xfvmpm4ajabvcg7jkzsjdmu7y-story.html,https://foxbaltimore.com/news/local/say-her-name-protesters-in-baltimore-rally-over-breonna-taylor-ruling,,,
Barrington,Public Safety building,,RI,US,2020-09-26,at least a dozen,12,,12,,,Black Lives Matter Rhode Island,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,1,1,https://www.wpri.com/news/local-news/east-bay/black-lives-matter-protest-held-in-barrington/,,,,,
Bedford,Lawrence County Courthouse,,IN,US,2020-09-26,,,,,,,general protesters,"for police, Back the Blue",0,rally,,,,,1,1,http://www.wbiw.com/2020/09/21/back-the-blue-rally-saturday-sept-26th-at-lawrence-county-courthouse/,,,,,
Birmingham,Kelly Ingram Park,,AL,US,2020-09-26,,,,,,,Alabama Rally Against Injustice,"against racism, against police violence, for justice for Breonna Taylor",1,march,,,,,1,1,https://www.facebook.com/events/2775336029370339/,,,,,
Boise,Idaho Supreme Court,,ID,US,2020-09-26,,,,,,,Babe Vote; Inclusive Idaho,"for Justice Ginsburg, for equality",1,remembrance; march,,,,,1,1,https://www.facebook.com/events/341844203601375/,,,,,
Boston,"Haymarket Registry of Motor Vehicles, 136 Blackstone St",,MA,US,2020-09-26,,,,,,,Progressive Massachusetts; Western Massachusetts Jobs with Justice,for allowing undocumented immigrants to get drivers licenses,0,rally,,,,,1,1,http://progressivemass.com/,https://www.nbcboston.com/news/local/protests-continue-in-boston-calling-for-justice-in-breonna-taylor-case/2201966/,https://www.bostonglobe.com/2020/09/26/metro/demonstrators-rally-drivers-licenses-undocumented-immigrants/,Let Our Families Drive,,
Boston,"Parkman Bandstand, 139 Tremont St",,MA,US,2020-09-26,,,,,,,general protesters,"for justice, for change",0,march; rally,,,,,0,1,https://www.facebook.com/events/721656795362886/,https://www.nbcboston.com/news/local/protests-continue-in-boston-calling-for-justice-in-breonna-taylor-case/2201966/,,,,
Boston,Franklin Park,,MA,US,2020-09-26,,,,,,,general protesters,"against racism, against police violence",1,bike ride,,,,,0,1,https://www.nbcboston.com/news/local/protests-continue-in-boston-calling-for-justice-in-breonna-taylor-case/2201966/,,,,,
Boston,Ramsay Park,,MA,US,2020-09-26,more than 100 protesters,100,,100,,,Mass Action Against Police Brutality,"against racism, against police violence, for justice for Breonna Taylor",1,march,,,,,0,1,https://www.nbcboston.com/news/local/protests-continue-in-boston-calling-for-justice-in-breonna-taylor-case/2201966/,https://www.facebook.com/events/s/boston-2-louisville-justice-4-/3568223059903609,https://twitter.com/LitsaPappas/status/1309965539226333184,,,
Boston,Nubian Square,,MA,US,2020-09-26,,,,,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,0,1,https://twitter.com/LitsaPappas/status/1309965539226333184,,,,,
Boston,Massachusetts State House,,MA,US,2020-09-26,hundreds,200,,200,,,general protesters,for bill that would ban charging families to call relatives in prison,0,rally,,,,,0,1,https://whdh.com/news/stop-profiting-off-our-pain-hundreds-rally-to-support-bill-eliminating-charges-for-prison-phone-calls/,,,,,
Boulder,Boulder Bandshell,,CO,US,2020-09-26,,,,,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,1,1,https://www.facebook.com/events/2745288412408506/,,,,,
Bowie,Bowie City Hall,,MD,US,2020-09-26,more than 50,50,,50,,,general protesters,for police,2,prayer rally,,,,,1,1,https://www.capitalgazette.com/neighborhoods/ac-cn-mytime-bowie-rally-20201004-mtloyfd34zhfdm57oofpbyvpfu-story.html,,,,,
Bowling Green,Circus Square Park,,KY,US,2020-09-26,,,,,,,BG Freedom Walkers,"against racism, against police violence, for justice for Breonna Taylor",1,vigil,,,,,1,1,https://www.facebook.com/events/2697193317194856/,,,,,
