CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2-Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas
Greer,,,SC,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Grinnell,,,IA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Grove,,,OK,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hailey,,,ID,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hamden,,,CT,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hamilton,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hamilton,,,MT,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hammondsport,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hampton,,,VA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hancock,,,ME,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hanover,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hansville,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hardy,,,VA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Harleysville,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Harlingen,,,TX,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Harrison,,,ME,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Harrison Beach,,,MI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hartford,,,CT,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Haverstraw,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Havertown,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hays,,,KS,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hendersonville,,,NC,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hendersonville,,,TN,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Herculaneum,,,MO,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hesperia,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hickory,,,NC,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Highland Park,,,NJ,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Highlands Ranch,,,CO,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hightstown,,,NJ,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hillsboro,,,OR,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hillsborough,,,NC,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Historic New Castle,,,DE,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Honolulu,,,HI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hopkins,,,MN,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Houston,,,TX,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Houston,,,TX,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hudson,,,OH,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hummelstown,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Huntington Station,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Hutchinson,,,KS,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Idaho Falls,,,ID,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Indianapolis,,,IN,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Indianapolis,,,IN,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Indianapolis,,,IN,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Indianola,,,IA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Irvine,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Irving,,,TX,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Issaquah,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Issaquah,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Jackson,,,WY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Jackson Heights,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Janesville,,,WI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Jersey City,,,NJ,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Jersey City,,,NJ,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Joliet,,,IL,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Joliet,,,IL,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Joliet,,,IL,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Joliet,,,IL,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Joppa,,,MD,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Juneau,,,AK,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Kalamazoo,,,MI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,https://wwmt.com/news/local/west-michiganders-join-in-on-nationwide-protests-to-save-usps,,Save the Post Office Saturday,
Kansas City,,,MO,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Ketchum,,,ID,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Kew Gardens,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Keymar,,,MD,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Kingston,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Kirkland,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
La Crosse,,,WI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Laguna Beach,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lake Charles,,,LA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lake Forest,,,IL,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lake Grove,,,OR,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lakehurst,,,NJ,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lakeland,,,FL,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lakeside,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lakeside,,,MT,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lakeville,,,CT,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lakewood,,,CO,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lakewood,,,OH,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lancaster,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Langley,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lapeer,,,MI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Las Vegas,,,NV,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Las Vegas,,,NV,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Leavenworth,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lebanon,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Leland,,,NC,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lewbeach,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lewis Center,,,OH,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lewisburg,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lewiston,,,ID,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lewistown,,,MT,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lexington,,,KY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lexington,,,MA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lihue,,,HI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lincoln City,,,OR,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lisle,,,IL,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Little Neck,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Little Rock,,,AR,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Littleton,,,MA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Livermore,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Livingston,,,MT,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Long Beach,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Long Beach,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Longmont,,,CO,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
